student_id,registration_number,full_name,gender,date_of_birth,cnic,city,province,email,phone,university,campus,degree_program,degree_code,batch_year,total_credits,total_quality_points,cgpa
1128,2022-BS-AI-1128,Usman Syed,Male,2001-02-18,37969-4895346-1,Lahore,Sindh,usman.syed1128@student.university.pk,03351405395,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,124,421.6,3.4
1129,2020-BS-AI-1129,Imran Ilyas,Male,2002-12-18,98252-9246334-6,Islamabad,Balochistan,imran.ilyas1129@student.university.pk,03961024565,National University of Computer and Emerging Sciences,North Campus,BS Artificial Intelligence,BS-AI,2020,120,394.9,3.29
1130,2019-BS-AI-1130,Maham Khan,Female,2003-08-07,88768-7336155-2,Faisalabad,Balochistan,maham.khan1130@student.university.pk,03937577660,National University of Sciences and Technology,City Campus,BS Artificial Intelligence,BS-AI,2019,133,431.7,3.25
1131,2020-BS-AI-1131,Sana Qureshi,Female,2001-07-11,59734-8880476-0,Quetta,Balochistan,sana.qureshi1131@student.university.pk,03443388761,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2020,133,458.9,3.45
1132,2019-BS-AI-1132,Ali Ilyas,Male,2005-12-30,74350-8319762-7,Karachi,Balochistan,ali.ilyas1132@student.university.pk,03956329832,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2019,126,415.2,3.3
1133,2020-BS-AI-1133,Zainab Javed,Female,2000-11-10,32091-4676504-9,Quetta,Punjab,zainab.javed1133@student.university.pk,03459203514,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2020,122,395.1,3.24
1134,2021-BS-AI-1134,Muhammad Yousaf,Male,2002-02-02,20388-9812297-4,Karachi,Punjab,muhammad.yousaf1134@student.university.pk,03131307557,National University of Computer and Emerging Sciences,Main Campus,BS Artificial Intelligence,BS-AI,2021,109,362.4,3.32
1135,2020-BS-AI-1135,Hira Chaudhry,Female,1999-08-04,78224-2120364-3,Faisalabad,KPK,hira.chaudhry1135@student.university.pk,03240747760,Punjab University College of Information Technology,North Campus,BS Artificial Intelligence,BS-AI,2020,111,345.5,3.11
1136,2019-BS-AI-1136,Muhammad Raza,Male,2001-03-26,18831-2703060-4,Multan,Balochistan,muhammad.raza1136@student.university.pk,03241708297,National University of Computer and Emerging Sciences,City Campus,BS Artificial Intelligence,BS-AI,2019,129,439.2,3.4
1137,2019-BS-AI-1137,Hassan Ilyas,Male,2004-03-16,52661-3882234-4,Quetta,Punjab,hassan.ilyas1137@student.university.pk,03281626275,COMSATS University Islamabad,City Campus,BS Artificial Intelligence,BS-AI,2019,121,379.0,3.13
1138,2021-BS-AI-1138,Muhammad Yousaf,Male,1999-07-07,85217-5685491-7,Islamabad,Sindh,muhammad.yousaf1138@student.university.pk,03730925806,COMSATS University Islamabad,City Campus,BS Artificial Intelligence,BS-AI,2021,114,385.2,3.38
1139,2019-BS-AI-1139,Kashif Raza,Male,2005-12-19,59469-3280095-0,Lahore,Punjab,kashif.raza1139@student.university.pk,03295917615,University of Karachi,Main Campus,BS Artificial Intelligence,BS-AI,2019,133,450.9,3.39
1140,2021-BS-AI-1140,Sadia Mirza,Female,2005-08-07,89366-7798104-4,Faisalabad,Islamabad Capital Territory,sadia.mirza1140@student.university.pk,03864210333,University of Karachi,South Campus,BS Artificial Intelligence,BS-AI,2021,124,393.7,3.18
1141,2019-BS-AI-1141,Iqra Mirza,Female,1999-06-02,89219-7919142-6,Karachi,Punjab,iqra.mirza1141@student.university.pk,03190503553,National University of Sciences and Technology,North Campus,BS Artificial Intelligence,BS-AI,2019,116,361.0,3.11
1142,2020-BS-AI-1142,Laiba Shaikh,Female,1998-04-08,68974-3346211-4,Quetta,Balochistan,laiba.shaikh1142@student.university.pk,03312153059,COMSATS University Islamabad,South Campus,BS Artificial Intelligence,BS-AI,2020,128,442.5,3.46
1143,2022-BS-AI-1143,Maryam Hussain,Female,1998-03-09,58702-4434168-7,Rawalpindi,Balochistan,maryam.hussain1143@student.university.pk,03475333946,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,118,385.1,3.26
1144,2022-BS-AI-1144,Imran Malik,Male,2000-10-02,60666-8270949-1,Islamabad,Sindh,imran.malik1144@student.university.pk,03460202214,National University of Computer and Emerging Sciences,North Campus,BS Artificial Intelligence,BS-AI,2022,120,391.6,3.26
1145,2020-BS-AI-1145,Madiha Mirza,Female,1998-06-15,11449-2699577-2,Multan,Sindh,madiha.mirza1145@student.university.pk,03554486784,COMSATS University Islamabad,North Campus,BS Artificial Intelligence,BS-AI,2020,119,396.8,3.33
1146,2021-BS-AI-1146,Fatima Khan,Female,2003-09-18,90337-8722401-5,Rawalpindi,Islamabad Capital Territory,fatima.khan1146@student.university.pk,03513239995,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2021,125,428.5,3.43
1147,2019-BS-AI-1147,Laiba Shaikh,Female,1998-07-28,30097-7340529-5,Lahore,Balochistan,laiba.shaikh1147@student.university.pk,03768171060,University of Karachi,Main Campus,BS Artificial Intelligence,BS-AI,2019,117,382.7,3.27
1148,2020-BS-AI-1148,Khadija Hussain,Female,1999-08-06,15490-1738422-4,Rawalpindi,Sindh,khadija.hussain1148@student.university.pk,03961524781,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2020,116,377.0,3.25
1149,2020-BS-AI-1149,Hussain Qureshi,Male,2002-09-10,10074-2111125-2,Rawalpindi,Balochistan,hussain.qureshi1149@student.university.pk,03267299090,University of Karachi,North Campus,BS Artificial Intelligence,BS-AI,2020,123,405.7,3.3
1150,2019-BS-AI-1150,Saad Mirza,Male,2006-10-29,20481-8710913-5,Lahore,Punjab,saad.mirza1150@student.university.pk,03732226983,University of Lahore,South Campus,BS Artificial Intelligence,BS-AI,2019,110,370.7,3.37
1151,2020-BS-AI-1151,Hafsa Butt,Female,2004-06-21,39648-1372876-6,Quetta,KPK,hafsa.butt1151@student.university.pk,03830884053,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2020,113,381.6,3.38
1152,2021-BS-AI-1152,Khadija Rana,Female,2003-09-16,23958-3482557-8,Peshawar,Balochistan,khadija.rana1152@student.university.pk,03616883566,University of Karachi,North Campus,BS Artificial Intelligence,BS-AI,2021,131,430.8,3.29
1153,2022-BS-AI-1153,Bilal Syed,Male,2003-03-17,64957-6556834-4,Islamabad,Sindh,bilal.syed1153@student.university.pk,03877893186,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,122,409.1,3.35
1154,2022-BS-AI-1154,Bilal Raza,Male,2004-12-27,30191-7949507-7,Multan,Sindh,bilal.raza1154@student.university.pk,03517637396,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,119,402.2,3.38
1155,2022-BS-AI-1155,Danish Shaikh,Male,1999-04-30,66374-4944513-4,Peshawar,Punjab,danish.shaikh1155@student.university.pk,03776016435,Punjab University College of Information Technology,City Campus,BS Artificial Intelligence,BS-AI,2022,133,444.40000000000003,3.34
1156,2019-BS-AI-1156,Usman Rana,Male,1999-10-15,11112-3517358-8,Quetta,Islamabad Capital Territory,usman.rana1156@student.university.pk,03621123747,National University of Computer and Emerging Sciences,Main Campus,BS Artificial Intelligence,BS-AI,2019,118,395.1,3.35
1157,2020-BS-AI-1157,Hafsa Sheikh,Female,2006-11-25,48197-7153328-5,Islamabad,Sindh,hafsa.sheikh1157@student.university.pk,03073244486,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2020,130,414.6,3.19
1158,2019-BS-AI-1158,Muhammad Raza,Male,2001-06-22,35198-3851025-6,Quetta,Sindh,muhammad.raza1158@student.university.pk,03088230615,National University of Computer and Emerging Sciences,Main Campus,BS Artificial Intelligence,BS-AI,2019,118,394.3,3.34
1159,2020-BS-AI-1159,Sara Butt,Female,2004-08-27,18512-8756720-9,Peshawar,Islamabad Capital Territory,sara.butt1159@student.university.pk,03819621170,University of Karachi,North Campus,BS Artificial Intelligence,BS-AI,2020,135,459.90000000000003,3.41
1160,2022-BS-AI-1160,Iqra Ahmed,Female,2003-07-27,69311-7018858-8,Rawalpindi,KPK,iqra.ahmed1160@student.university.pk,03062800378,National University of Sciences and Technology,City Campus,BS Artificial Intelligence,BS-AI,2022,118,362.2,3.07
1161,2020-BS-AI-1161,Laiba Yousaf,Female,2002-09-09,30344-1617362-1,Rawalpindi,KPK,laiba.yousaf1161@student.university.pk,03538259178,COMSATS University Islamabad,South Campus,BS Artificial Intelligence,BS-AI,2020,112,373.2,3.33
1162,2021-BS-AI-1162,Hassan Hussain,Male,1999-03-18,85926-5014016-7,Multan,Punjab,hassan.hussain1162@student.university.pk,03219857239,National University of Sciences and Technology,North Campus,BS Artificial Intelligence,BS-AI,2021,119,364.5,3.06
1163,2020-BS-AI-1163,Anum Ahmed,Female,2005-03-24,61222-4212645-5,Peshawar,Punjab,anum.ahmed1163@student.university.pk,03798071212,National University of Computer and Emerging Sciences,North Campus,BS Artificial Intelligence,BS-AI,2020,122,406.0,3.33
1164,2021-BS-AI-1164,Muhammad Malik,Male,2007-06-08,68931-3229746-5,Peshawar,Balochistan,muhammad.malik1164@student.university.pk,03276789013,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2021,123,401.0,3.26
1165,2020-BS-AI-1165,Maham Raza,Female,1998-01-31,15508-3354531-3,Islamabad,KPK,maham.raza1165@student.university.pk,03622511284,Punjab University College of Information Technology,North Campus,BS Artificial Intelligence,BS-AI,2020,129,405.8,3.15
1166,2021-BS-AI-1166,Khadija Qureshi,Female,2006-01-31,90593-7258302-5,Islamabad,Balochistan,khadija.qureshi1166@student.university.pk,03011238177,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2021,123,410.7,3.34
1167,2022-BS-AI-1167,Hassan Mirza,Male,2006-08-27,79302-4299424-6,Rawalpindi,Punjab,hassan.mirza1167@student.university.pk,03254629799,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2022,131,431.40000000000003,3.29
1168,2019-BS-AI-1168,Kashif Chaudhry,Male,2004-01-16,72195-8000211-7,Multan,Sindh,kashif.chaudhry1168@student.university.pk,03454641542,National University of Computer and Emerging Sciences,South Campus,BS Artificial Intelligence,BS-AI,2019,133,453.8,3.41
1169,2022-BS-AI-1169,Danish Syed,Male,2003-01-15,44782-1071890-8,Peshawar,KPK,danish.syed1169@student.university.pk,03040799334,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2022,118,401.9,3.41
1170,2019-BS-AI-1170,Muhammad Syed,Male,2007-03-19,45865-9980132-8,Multan,Punjab,muhammad.syed1170@student.university.pk,03610302045,Punjab University College of Information Technology,Main Campus,BS Artificial Intelligence,BS-AI,2019,121,388.90000000000003,3.21
1171,2019-BS-AI-1171,Ayesha Chaudhry,Female,2006-08-16,40780-7526781-8,Karachi,Balochistan,ayesha.chaudhry1171@student.university.pk,03938644016,University of Karachi,North Campus,BS Artificial Intelligence,BS-AI,2019,128,435.8,3.4
1172,2019-BS-AI-1172,Iqra Qureshi,Female,1998-02-28,23036-3178982-4,Faisalabad,Sindh,iqra.qureshi1172@student.university.pk,03596817795,COMSATS University Islamabad,South Campus,BS Artificial Intelligence,BS-AI,2019,118,410.3,3.48
1173,2021-BS-AI-1173,Zain Butt,Male,2002-08-30,50565-2150745-1,Islamabad,Balochistan,zain.butt1173@student.university.pk,03331999265,National University of Sciences and Technology,Main Campus,BS Artificial Intelligence,BS-AI,2021,109,358.3,3.29
1174,2019-BS-AI-1174,Hassan Khan,Male,2000-09-08,75596-9968963-7,Lahore,KPK,hassan.khan1174@student.university.pk,03225216365,Punjab University College of Information Technology,North Campus,BS Artificial Intelligence,BS-AI,2019,122,420.9,3.45
1175,2020-BS-AI-1175,Farhan Butt,Male,2006-10-23,81474-5198933-0,Lahore,KPK,farhan.butt1175@student.university.pk,03157411092,COMSATS University Islamabad,South Campus,BS Artificial Intelligence,BS-AI,2020,115,370.9,3.23
1176,2021-BS-AI-1176,Ali Raza,Male,1999-08-21,13904-6707286-6,Quetta,Punjab,ali.raza1176@student.university.pk,03881780879,COMSATS University Islamabad,South Campus,BS Artificial Intelligence,BS-AI,2021,103,335.2,3.25
1177,2020-BS-AI-1177,Sara Yousaf,Female,2000-05-19,96117-9294239-8,Islamabad,Punjab,sara.yousaf1177@student.university.pk,03995562356,Punjab University College of Information Technology,Main Campus,BS Artificial Intelligence,BS-AI,2020,124,428.5,3.46
1178,2019-BS-AI-1178,Aimen Rana,Female,2005-03-16,84834-6962982-0,Quetta,Punjab,aimen.rana1178@student.university.pk,03014882771,Punjab University College of Information Technology,City Campus,BS Artificial Intelligence,BS-AI,2019,129,420.1,3.26
1179,2019-BS-AI-1179,Maham Javed,Female,2006-05-29,87710-3277847-7,Karachi,KPK,maham.javed1179@student.university.pk,03721438741,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2019,130,425.3,3.27
1180,2021-BS-AI-1180,Maham Ahmed,Female,2005-01-03,15103-2788019-0,Karachi,KPK,maham.ahmed1180@student.university.pk,03351883739,University of Karachi,South Campus,BS Artificial Intelligence,BS-AI,2021,130,425.5,3.27
1181,2021-BS-AI-1181,Hira Butt,Female,2007-02-24,19845-9359869-4,Faisalabad,Punjab,hira.butt1181@student.university.pk,03455626134,Punjab University College of Information Technology,Main Campus,BS Artificial Intelligence,BS-AI,2021,115,373.0,3.24
1182,2021-BS-AI-1182,Anum Khan,Female,1998-04-18,24860-2596473-4,Peshawar,KPK,anum.khan1182@student.university.pk,03222492482,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2021,114,353.1,3.1
1183,2021-BS-AI-1183,Maham Ahmed,Female,2000-01-19,82116-2336525-8,Rawalpindi,Islamabad Capital Territory,maham.ahmed1183@student.university.pk,03141074005,National University of Computer and Emerging Sciences,North Campus,BS Artificial Intelligence,BS-AI,2021,126,409.5,3.25
1184,2021-BS-AI-1184,Laiba Ahmed,Female,2002-07-12,16822-3296660-1,Karachi,KPK,laiba.ahmed1184@student.university.pk,03622477883,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2021,113,371.2,3.28
1185,2021-BS-AI-1185,Ahmed Ahmed,Male,2007-12-31,30815-5153632-1,Multan,Sindh,ahmed.ahmed1185@student.university.pk,03758469806,Punjab University College of Information Technology,Main Campus,BS Artificial Intelligence,BS-AI,2021,130,433.3,3.33
1186,2020-BS-AI-1186,Iqra Raza,Female,2005-04-10,99449-9551086-3,Lahore,Sindh,iqra.raza1186@student.university.pk,03739315551,University of Lahore,City Campus,BS Artificial Intelligence,BS-AI,2020,125,412.0,3.3
1187,2020-BS-AI-1187,Ayesha Butt,Female,2004-06-20,90380-7516960-3,Rawalpindi,Balochistan,ayesha.butt1187@student.university.pk,03841931968,National University of Computer and Emerging Sciences,South Campus,BS Artificial Intelligence,BS-AI,2020,111,370.4,3.34
1188,2022-BS-AI-1188,Madiha Hussain,Female,2002-07-15,43423-9349638-0,Faisalabad,Islamabad Capital Territory,madiha.hussain1188@student.university.pk,03446152919,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2022,120,393.5,3.28
1189,2020-BS-AI-1189,Fahad Qureshi,Male,2006-05-17,27360-1674548-3,Peshawar,Punjab,fahad.qureshi1189@student.university.pk,03934744102,University of Lahore,Main Campus,BS Artificial Intelligence,BS-AI,2020,118,396.6,3.36
1190,2020-BS-AI-1190,Muhammad Sheikh,Male,2005-09-02,24519-1230853-6,Faisalabad,Punjab,muhammad.sheikh1190@student.university.pk,03347117787,National University of Computer and Emerging Sciences,Main Campus,BS Artificial Intelligence,BS-AI,2020,118,380.4,3.22
1191,2022-BS-AI-1191,Danish Qureshi,Male,2003-01-06,96444-9705125-4,Islamabad,Punjab,danish.qureshi1191@student.university.pk,03159493703,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,125,420.7,3.37
1192,2022-BS-AI-1192,Sana Hussain,Female,2000-04-26,74082-5595236-6,Faisalabad,KPK,sana.hussain1192@student.university.pk,03399369812,University of Lahore,City Campus,BS Artificial Intelligence,BS-AI,2022,116,372.5,3.21
1193,2021-BS-AI-1193,Saad Khan,Male,2002-11-10,36717-7935774-1,Multan,Punjab,saad.khan1193@student.university.pk,03017998345,University of Lahore,South Campus,BS Artificial Intelligence,BS-AI,2021,120,385.3,3.21
1194,2022-BS-AI-1194,Hira Chaudhry,Female,2001-02-18,55592-6086779-3,Islamabad,Balochistan,hira.chaudhry1194@student.university.pk,03073516387,University of Karachi,Main Campus,BS Artificial Intelligence,BS-AI,2022,135,431.7,3.2
1195,2022-BS-AI-1195,Sana Butt,Female,2007-06-01,27496-1287658-3,Multan,Balochistan,sana.butt1195@student.university.pk,03431536347,Punjab University College of Information Technology,City Campus,BS Artificial Intelligence,BS-AI,2022,113,367.4,3.25
1196,2019-BS-AI-1196,Aimen Syed,Female,2004-03-09,45626-9665105-4,Islamabad,Sindh,aimen.syed1196@student.university.pk,03459772507,University of Karachi,North Campus,BS Artificial Intelligence,BS-AI,2019,118,382.6,3.24
1197,2022-BS-AI-1197,Ayesha Sheikh,Female,2004-05-12,79248-1056553-2,Lahore,Punjab,ayesha.sheikh1197@student.university.pk,03443836123,COMSATS University Islamabad,City Campus,BS Artificial Intelligence,BS-AI,2022,139,463.7,3.34
1198,2021-BS-AI-1198,Danish Javed,Male,2004-05-15,65685-5213894-4,Quetta,Sindh,danish.javed1198@student.university.pk,03735960277,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2021,128,426.2,3.33
1199,2019-BS-AI-1199,Fahad Shaikh,Male,1999-01-29,54059-6987463-7,Faisalabad,Balochistan,fahad.shaikh1199@student.university.pk,03936342744,COMSATS University Islamabad,North Campus,BS Artificial Intelligence,BS-AI,2019,131,449.4,3.43
1200,2020-BS-AI-1200,Danish Mirza,Male,2000-07-21,63835-1736129-3,Faisalabad,Islamabad Capital Territory,danish.mirza1200@student.university.pk,03020236554,National University of Computer and Emerging Sciences,City Campus,BS Artificial Intelligence,BS-AI,2020,121,410.90000000000003,3.4
1201,2019-BS-AI-1201,Anum Sheikh,Female,1999-02-25,14799-5302626-0,Multan,Punjab,anum.sheikh1201@student.university.pk,03338794231,COMSATS University Islamabad,North Campus,BS Artificial Intelligence,BS-AI,2019,120,405.5,3.38
1202,2019-BS-AI-1202,Sara Butt,Female,2005-03-18,42809-5046832-0,Multan,Punjab,sara.butt1202@student.university.pk,03155743318,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2019,122,411.7,3.37
1203,2019-BS-AI-1203,Khadija Raza,Female,2005-05-16,76021-4847505-9,Karachi,Balochistan,khadija.raza1203@student.university.pk,03365272067,National University of Sciences and Technology,Main Campus,BS Artificial Intelligence,BS-AI,2019,118,391.4,3.32
1204,2019-BS-AI-1204,Ayesha Javed,Female,2005-10-23,22780-1358384-4,Quetta,KPK,ayesha.javed1204@student.university.pk,03784663558,University of Lahore,City Campus,BS Artificial Intelligence,BS-AI,2019,129,413.6,3.21
1205,2021-BS-AI-1205,Usman Raza,Male,2000-08-17,70405-2028026-7,Karachi,Punjab,usman.raza1205@student.university.pk,03338061024,COMSATS University Islamabad,City Campus,BS Artificial Intelligence,BS-AI,2021,114,372.7,3.27
1206,2020-BS-AI-1206,Hussain Malik,Male,1999-04-28,72092-7343232-0,Rawalpindi,KPK,hussain.malik1206@student.university.pk,03467958238,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2020,119,378.2,3.18
1207,2019-BS-AI-1207,Hamza Malik,Male,2003-12-24,30150-7963431-1,Islamabad,Balochistan,hamza.malik1207@student.university.pk,03121385328,COMSATS University Islamabad,City Campus,BS Artificial Intelligence,BS-AI,2019,126,406.4,3.23
1208,2022-BS-AI-1208,Maryam Raza,Female,2000-12-26,65690-3887946-9,Quetta,Balochistan,maryam.raza1208@student.university.pk,03289761514,University of Karachi,City Campus,BS Artificial Intelligence,BS-AI,2022,109,356.9,3.27
1209,2022-BS-AI-1209,Khadija Rana,Female,2000-12-01,21930-2935210-2,Rawalpindi,Sindh,khadija.rana1209@student.university.pk,03364467723,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,124,404.1,3.26
1210,2020-BS-AI-1210,Bilal Ahmed,Male,2004-04-13,26571-5034633-0,Multan,Balochistan,bilal.ahmed1210@student.university.pk,03928148672,National University of Computer and Emerging Sciences,City Campus,BS Artificial Intelligence,BS-AI,2020,117,375.3,3.21
1211,2020-BS-AI-1211,Bilal Sheikh,Male,2001-10-21,15769-8175962-7,Lahore,KPK,bilal.sheikh1211@student.university.pk,03454570467,University of Karachi,City Campus,BS Artificial Intelligence,BS-AI,2020,126,397.9,3.16
1212,2022-BS-AI-1212,Hussain Syed,Male,2005-11-02,93080-2344809-5,Lahore,Islamabad Capital Territory,hussain.syed1212@student.university.pk,03293864611,Punjab University College of Information Technology,Main Campus,BS Artificial Intelligence,BS-AI,2022,112,357.8,3.19
1213,2019-BS-AI-1213,Iqra Butt,Female,2007-07-03,20962-6410595-2,Quetta,Sindh,iqra.butt1213@student.university.pk,03011547478,National University of Computer and Emerging Sciences,Main Campus,BS Artificial Intelligence,BS-AI,2019,123,401.0,3.26
1214,2019-BS-AI-1214,Ali Qureshi,Male,2003-05-24,29631-6928008-5,Lahore,Balochistan,ali.qureshi1214@student.university.pk,03896912383,National University of Sciences and Technology,Main Campus,BS Artificial Intelligence,BS-AI,2019,132,419.8,3.18
1215,2022-BS-AI-1215,Sara Chaudhry,Female,2006-06-10,47641-9239948-8,Peshawar,KPK,sara.chaudhry1215@student.university.pk,03221413934,University of Karachi,City Campus,BS Artificial Intelligence,BS-AI,2022,123,411.4,3.34
1216,2022-BS-AI-1216,Hussain Raza,Male,2007-03-31,15293-9508459-6,Peshawar,Islamabad Capital Territory,hussain.raza1216@student.university.pk,03915698862,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,113,374.4,3.31
1217,2021-BS-AI-1217,Ayesha Malik,Female,2004-09-20,21624-7064405-8,Karachi,Sindh,ayesha.malik1217@student.university.pk,03442965597,Punjab University College of Information Technology,North Campus,BS Artificial Intelligence,BS-AI,2021,125,426.4,3.41
1218,2021-BS-AI-1218,Hira Yousaf,Female,2002-03-28,58439-1822048-5,Lahore,Punjab,hira.yousaf1218@student.university.pk,03630035090,National University of Sciences and Technology,City Campus,BS Artificial Intelligence,BS-AI,2021,118,374.3,3.17
1219,2022-BS-AI-1219,Iqra Yousaf,Female,2006-03-08,37252-5033072-6,Karachi,Islamabad Capital Territory,iqra.yousaf1219@student.university.pk,03093888349,Punjab University College of Information Technology,Main Campus,BS Artificial Intelligence,BS-AI,2022,130,437.4,3.36
1220,2019-BS-AI-1220,Madiha Khan,Female,2006-08-30,61337-5241533-8,Islamabad,Punjab,madiha.khan1220@student.university.pk,03118148595,National University of Sciences and Technology,Main Campus,BS Artificial Intelligence,BS-AI,2019,114,377.5,3.31
1221,2020-BS-AI-1221,Ahmed Butt,Male,2005-01-06,59556-4148815-8,Peshawar,Punjab,ahmed.butt1221@student.university.pk,03873571122,Punjab University College of Information Technology,City Campus,BS Artificial Intelligence,BS-AI,2020,127,441.2,3.47
1222,2020-BS-AI-1222,Fahad Butt,Male,2000-09-19,78383-6158936-6,Islamabad,Sindh,fahad.butt1222@student.university.pk,03263698183,University of Karachi,North Campus,BS Artificial Intelligence,BS-AI,2020,112,355.6,3.18
1223,2019-BS-AI-1223,Iqra Khan,Female,2000-09-21,50577-5225340-1,Faisalabad,Punjab,iqra.khan1223@student.university.pk,03580910050,Punjab University College of Information Technology,City Campus,BS Artificial Intelligence,BS-AI,2019,128,423.6,3.31
1224,2020-BS-AI-1224,Fatima Yousaf,Female,2001-04-09,62858-4843308-5,Faisalabad,Punjab,fatima.yousaf1224@student.university.pk,03560152461,National University of Sciences and Technology,Main Campus,BS Artificial Intelligence,BS-AI,2020,123,409.4,3.33
1225,2021-BS-AI-1225,Iqra Chaudhry,Female,2000-02-25,48089-9606378-9,Karachi,Sindh,iqra.chaudhry1225@student.university.pk,03760636474,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2021,120,373.3,3.11
1226,2021-BS-AI-1226,Bilal Ahmed,Male,2002-02-17,27596-8812859-9,Rawalpindi,Islamabad Capital Territory,bilal.ahmed1226@student.university.pk,03879625031,COMSATS University Islamabad,North Campus,BS Artificial Intelligence,BS-AI,2021,119,409.5,3.44
1227,2021-BS-AI-1227,Danish Malik,Male,2001-04-01,35471-9828381-4,Karachi,KPK,danish.malik1227@student.university.pk,03337466298,COMSATS University Islamabad,City Campus,BS Artificial Intelligence,BS-AI,2021,123,394.7,3.21
1228,2022-BS-AI-1228,Sara Yousaf,Female,2006-03-03,26223-1810848-9,Rawalpindi,Punjab,sara.yousaf1228@student.university.pk,03122087330,National University of Computer and Emerging Sciences,South Campus,BS Artificial Intelligence,BS-AI,2022,114,370.8,3.25
1229,2020-BS-AI-1229,Bilal Sheikh,Male,2005-01-28,15139-7822403-0,Rawalpindi,Balochistan,bilal.sheikh1229@student.university.pk,03328080062,Punjab University College of Information Technology,North Campus,BS Artificial Intelligence,BS-AI,2020,112,358.1,3.2
1230,2019-BS-AI-1230,Ali Mirza,Male,2006-07-04,11398-4100912-3,Quetta,Balochistan,ali.mirza1230@student.university.pk,03171970086,University of Karachi,South Campus,BS Artificial Intelligence,BS-AI,2019,142,488.9,3.44
1231,2020-BS-AI-1231,Ahmed Ahmed,Male,2001-10-02,59452-6601106-7,Faisalabad,Sindh,ahmed.ahmed1231@student.university.pk,03827167388,University of Karachi,Main Campus,BS Artificial Intelligence,BS-AI,2020,117,392.3,3.35
1232,2022-BS-AI-1232,Khadija Chaudhry,Female,2007-03-26,58222-6801436-2,Lahore,Balochistan,khadija.chaudhry1232@student.university.pk,03093357007,University of Lahore,City Campus,BS Artificial Intelligence,BS-AI,2022,115,368.1,3.2
1233,2019-BS-AI-1233,Ali Chaudhry,Male,2004-10-08,80677-5903032-3,Lahore,Sindh,ali.chaudhry1233@student.university.pk,03895803846,University of Karachi,North Campus,BS Artificial Intelligence,BS-AI,2019,127,408.1,3.21
1234,2020-BS-AI-1234,Fahad Mirza,Male,2001-11-05,38257-9486798-2,Karachi,Islamabad Capital Territory,fahad.mirza1234@student.university.pk,03264664065,COMSATS University Islamabad,City Campus,BS Artificial Intelligence,BS-AI,2020,123,408.40000000000003,3.32
1235,2019-BS-AI-1235,Bilal Ilyas,Male,2001-01-31,48528-3181918-8,Quetta,KPK,bilal.ilyas1235@student.university.pk,03620300489,National University of Computer and Emerging Sciences,North Campus,BS Artificial Intelligence,BS-AI,2019,122,415.1,3.4
1236,2022-BS-AI-1236,Fatima Shaikh,Female,2005-01-26,16076-9713066-1,Karachi,KPK,fatima.shaikh1236@student.university.pk,03376085524,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,124,408.3,3.29
1237,2021-BS-AI-1237,Hussain Javed,Male,2006-10-02,61195-7674485-9,Karachi,Sindh,hussain.javed1237@student.university.pk,03317433978,University of Karachi,City Campus,BS Artificial Intelligence,BS-AI,2021,112,372.2,3.32
1238,2020-BS-AI-1238,Ahmed Yousaf,Male,1999-09-23,43295-6713202-5,Multan,Sindh,ahmed.yousaf1238@student.university.pk,03538568706,National University of Computer and Emerging Sciences,City Campus,BS Artificial Intelligence,BS-AI,2020,127,430.3,3.39
1239,2020-BS-AI-1239,Imran Raza,Male,2002-11-22,78746-5425545-4,Lahore,Balochistan,imran.raza1239@student.university.pk,03766971876,University of Karachi,City Campus,BS Artificial Intelligence,BS-AI,2020,111,373.3,3.36
